"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
1 "LAYING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.0093252039692 -0.023365945138 -0.24888179828 0.70554977346 0.4458177198 -0.8968300184 -0.07809749428 -0.20911768088 0.0810865342 0.0038382040088 0.010834236361 -0.958482112 0.146174602854 -0.022012200614 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 0.252542752996 0.04403706094 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.038780932678 -0.094974300494 0.03519635202 -0.02424774582 0.03519635202 -0.02424774582 -0.111611025988 -0.0789909273 -0.009417440526 0.086408548754 -0.039707980292 -0.111077069856 -0.9390990524 -0.86706520518 -0.8826668762 -0.9244374346 -0.8173333332 -0.85384615334 -0.158792670508 -0.9415331212 -0.9964246012 -0.9570738838 -0.9224626098 -0.9480609042 -0.9641607086 -0.2592 -0.3112 0.132419092398 -0.9922768486 -0.99717988 -0.850249174586 -0.9521914948 -0.909302721 -0.8822964508 -0.90193548364 -0.969655172 -0.003546795856 -0.9864204228 -0.9979328882 -0.64360690412 -0.2662462532 -0.508329046806 -0.8270531004 -0.389207745822 -0.6737157919 -0.51574179922 -0.0843388238 -0.391530370084 -0.7209708054 -0.52034381798 -0.35241310896
1 "SITTING" 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.201194422908511 0.118261863640426 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.497453950340426 0.301419345319149 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.986430711276596 0.159929065085106 0.0165644228659574 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 0.152511136276596 -0.233370428585106 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.99173159212766 0.11770854623617 0.00284798482340426 0.153241019 -0.17159434653617 0.153241019 -0.17159434653617 -0.030831794193617 -0.0603137314042553 0.166649813768085 -0.112973317920638 -0.00118220895957447 -0.00177420970212766 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.976412313191489 -0.971631205744681 -0.898527004255319 -0.0495135975489362 -0.987879390851064 -0.999175948085106 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.987492994468085 -0.243404255319149 -0.221276595744681 0.256610823568085 -0.999344061914894 -0.999747370212766 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.977904227021277 -0.914893616595745 -0.991195891276596 0.189153021260851 -0.992958364042553 -0.999588120638298 -0.836380754702128 -0.373911049468085 -0.608126705914894 -0.959589706170213 -0.480942150808511 -0.750599066382979 -0.708725102765957 -0.00775797617659574 -0.284454150412766 -0.936606090212766 -0.0604660253808511 -0.218017225106383
1 "STANDING" 0.277899029864865 -0.0169375340243243 -0.110952474168919 -0.538720266013514 -0.124693529547973 0.34729439402027 0.937990947027027 -0.278877163040541 -0.0388835893033784 -0.982752393581081 0.0236359083662162 0.348798777416216 0.0745197151283784 0.021003811825 -0.00399538387091892 -0.429104884941892 -0.176556481641892 0.341538168233784 -0.0354411586436486 -0.0659013993385135 0.0813121449114865 -0.657480029256757 -0.0422963969905405 -0.0955596265060811 -0.0934395595216216 -0.0413540573844595 -0.0471406572722973 -0.488724100486487 -0.228195723998649 -0.127636147669527 0.142922331737095 -0.0363861710490541 0.142922331737095 -0.0363861710490541 -0.164062870751419 0.0851637421768243 0.165054950430405 -0.134976998063514 -0.0738706815389189 -0.222675825817568 -0.486579091425676 -0.292311121093243 -0.565668631216216 -0.561535815202703 -0.735135134148649 -0.906444904459459 -0.102241766188041 -0.823015238378378 -0.94705972972973 -0.465658066839257 -0.375497406288791 -0.655843183378378 -0.442092140817568 -0.408918918918919 -0.201891891891892 -0.0218121056945946 -0.880638511486487 -0.950254666013513 -0.57085512422973 -0.420316356225 -0.515509221891892 -0.685291094594595 -0.817349608040541 -0.722273998966216 -0.0335878562101351 -0.864900466621622 -0.948238706013514 0.0216264634459459 -0.522170842648649 -0.791685405675676 -0.0499551749324324 -0.270509442886554 -0.605054493803378 0.163165455405405 -0.230495604162162 -0.531373677915541 0.0257259015540541 0.274525770067568 0.0485878223581081
1 "WALKING_DOWNSTAIRS" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.225544974216327 0.0756845059489796 0.931874418979592 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.297445343530612 0.10130462455102 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.012283860544898 -0.357838717367347 0.116034018020408 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.458030542938775 -0.191032660469388 -0.280042328004082 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.487027342244898 -0.24153299954898 -0.251421070963265 0.13907453125102 -0.153300444921224 0.13907453125102 -0.153300444921224 -0.0168914737530612 0.110971354244898 0.423461960877551 -0.295883797938776 -0.0579983788428571 0.0572668301693878 0.0382291831510204 0.00154990783591837 -0.225574471693878 0.0243308391387755 -0.681632651979592 -0.924646779387755 -0.307395198687755 -0.718418354489796 -0.810377550816327 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.0863278966402041 -0.402448979591837 -0.16734693877551 -0.253164344918367 -0.727280115306122 -0.821647169183673 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.495422486102041 -0.856484528979592 -0.752287122244898 -0.100453729040816 -0.621849786122449 -0.88399402755102 0.652818079591837 -0.45682867022449 -0.739122186938776 0.52455081244898 -0.196565005959184 -0.539384710693878 0.680233602653061 -0.493999491571429 -0.771541462040816 0.586977217142857 0.267245784693878 0.0650047072244898
1 "WALKING_UPSTAIRS" 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.17700807654717 0.161628109571698 0.89335109754717 -0.362153364339623 -0.075402939754717 -0.956367027924528 -0.37282872745283 -0.178003749358491 0.101372729922642 0.0194863076188679 -0.0455625449113208 -0.446843887735849 -0.169377561701887 0.312909699716981 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.544871104528302 -0.364162675924528 0.00374637040566038 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.614786508490566 -0.301908590471698 -0.240762604709434 -0.137359747679245 0.0963139010660377 -0.137359747679245 0.0963139010660377 -0.316997064283019 0.022801332645283 -0.0491976799056604 -0.0977466063226415 -0.140911848889623 -0.163564322 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.337428188679245 -0.801257861698113 -0.92307692 -0.418735000377359 -0.502506878113208 -0.979627190566038 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.461907025849057 -0.696603773584906 -0.76 -0.377023128301887 -0.922755616226415 -0.980786464528302 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.565892490754717 -0.93548387 -0.825634351886792 -0.187450247737736 -0.874785848301887 -0.971169189433962 0.408554099622641 -0.285599666826415 -0.596216743962264 0.193028584981132 -0.363579661132075 -0.686853361509434 0.542670381509434 -0.160914224732075 -0.496216834792453 0.319892978867925 0.334763277358491 0.0741663682075472
2 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.199788468904167 -0.248458834006667 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.308245417 -0.563200740208333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 0.148400431375 0.00766428163541667 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 0.326928163091667 -0.2496791615 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 0.0414978802020833 -0.0966764838083333 0.188903979395833 -0.244819853270833 0.188903979395833 -0.244819853270833 -0.0847222939916667 -0.05547647891875 0.116905481914583 -0.141203233875 -0.0504555534089583 0.00630606409166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.829166666875 -0.751602564291667 -0.146482792591667 -0.999425172708333 -0.999718574583333 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.249166666666667 -0.149166666666667 0.159808328563875 -0.999685072708333 -0.999754638125 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.9381720428125 -0.987068965416667 0.10261131938125 -0.997793372916667 -0.999533052708333 -0.879616277916667 -0.381994355769375 -0.6331577990625 -0.969635773541667 -0.553611930854167 -0.816016455645833 -0.71379855125 -0.14091960795 -0.432302279375 -0.920797804583333 -0.519732551458333 -0.478928233958333
2 "SITTING" 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.268153719565217 0.256453039862826 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.486664063652174 0.538687011956522 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.988055854130435 0.0380489234586957 0.0525305806521739 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 0.182080612630435 -0.505954266021739 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.989709023043478 0.192636236913043 -0.253133782695652 0.165177400471739 -0.1117612925 0.165177400471739 -0.1117612925 -0.0316423665565217 -0.0502937812608696 0.0884338520847826 -0.0465395786717391 -0.0574888258152174 -0.184917620573913 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.98736209 -0.882608695434783 -0.936454849565217 0.08519282071 -0.995906652608696 -0.999430545217391 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.989459107391304 -0.297391304347826 -0.164347826086957 0.305546818084783 -0.999687611304348 -0.999700042608696 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.986808501521739 -0.949509115869565 -0.919040479782609 0.130523120891304 -0.998201445217391 -0.99960263673913 -0.819453163695652 -0.332265960427174 -0.612535121326087 -0.961771542391304 -0.568363489347826 -0.837046969130435 -0.652096107826087 -0.1330686249 -0.444892836913043 -0.90145344673913 0.155857278304348 -0.118224398621739
2 "STANDING" 0.277136177876106 -0.0185117250784071 -0.105695416522124 -0.69298769460177 0.0186829676840708 0.376257251230089 0.905328896283186 -0.357815964070796 0.106241104831858 -0.979379938849558 0.0339196724070797 0.257941838837168 0.0679969427880531 0.0144644459441593 0.000121762032477876 -0.613742707385841 0.115181889075221 0.203824270539823 -0.039089310240708 -0.0643911255663717 0.0852237636424779 -0.758171602654867 0.0874340155654867 -0.282375752238053 -0.0931988828141593 -0.0482923207123894 -0.0530040195946903 -0.671388815044248 0.0471726655433628 -0.294350968522124 0.0295229799761062 -0.00415970081061947 0.0295229799761062 -0.00415970081061947 -0.276436314446018 0.150920779035398 0.086347969940708 -0.0344476917690265 -0.136184643268584 0.0225519284953097 -0.65088465 -0.470136774067257 -0.69688513619469 -0.711597177079646 -0.839528022300885 -0.841388699176991 -0.0242645842 -0.909985591858407 -0.973921388053097 -0.627830611504425 -0.505071267132743 -0.757967292743363 -0.633866359477876 -0.257345132743363 -0.214159292035398 0.120427980987345 -0.927180622035398 -0.975463798761062 -0.686487634336283 -0.754430680353982 -0.666166638318584 -0.78131404300885 -0.813302883893805 -0.750991761415929 -0.0475306665557522 -0.932880802566372 -0.94427002 -0.169331567345133 -0.419038588920354 -0.682217934150443 -0.236536068230088 -0.215372151658407 -0.544809442115044 -0.0262039322123894 -0.455244420138938 -0.734063986026549 -0.204502832849558 0.329325530353982 -0.0517066430672566
2 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 -0.247933472419149 0.162723854808511 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 0.0255011033191489 0.0451822640425532 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 -0.0715963052904255 0.132899850775532 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 0.230421193882979 -0.107181265489362 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 0.212135428978723 -0.18857590863617 0.0790410821085106 0.0543209986234043 0.0790410821085106 0.0543209986234043 0.00565053229978724 -0.027361318012766 0.187380402638298 -0.0196318243617021 0.137943311302128 0.0799973712212766 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 -0.706382977446809 -0.854337150638298 -0.273711609659574 -0.581770836382979 -0.869565525744681 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 -0.44936170212766 -0.4 -0.143898149531915 -0.666880558297872 -0.869575452340426 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.718599862340425 -0.735876742531915 -0.0375298023191489 -0.759261478297872 -0.760670548723404 0.736142404893617 -0.447801660425532 -0.745526107021277 0.627463399574468 0.0750976283351064 -0.254774915422979 0.590355810851064 -0.290077728731915 -0.614250749212766 0.50295255 0.311800312978723 0.0537293985574468
2 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 -0.411630790895833 0.18153981034375 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 0.203143954291667 -0.169191851458333 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.138556992870208 0.307773663458333 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 0.1841551464375 0.440031015833333 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 0.1574097324375 -0.288635938541667 0.0751369210020833 -0.0506586726450208 0.0751369210020833 -0.0506586726450208 -0.2050595805 0.2086261309375 0.319991629791667 -0.1963162895 0.1407928295875 -0.00629092502708333 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 -0.844444442708333 -0.855769229166667 -0.281748011416667 -0.580208938333333 -0.94891047875 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.475 -0.58 -0.0491142923541667 -0.845151461875 -0.951688811041667 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.924731181875 -0.93103448 -0.115324433733333 -0.628462754229167 -0.88588693625 0.531027960833333 -0.46785115375 -0.757133489583333 0.407292974166667 -0.223830448503333 -0.581564435208333 0.508580094583333 -0.292661082145833 -0.6244172480625 0.338768313125 0.373749042708333 0.165147457953125
